cond,pid,source,file,toGIG,toDRG,fpocket_pos,fpocket_dist,threading
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_5857051_0.pdb,13.945,14.456,2.0,6.8,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_6160907_0.pdb,9.167,8.727,7.0,8.11,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_6232511_0.pdb,3.281,3.254,10.0,8.78,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_6388267_0.pdb,5.56,5.837,10.0,6.78,forward
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_6831319_0.pdb,14.051,14.709,1.0,5.24,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_7538578_0.pdb,15.003,15.727,2.0,4.5,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_7872593_0.pdb,14.962,15.332,2.0,8.67,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_7905139_0.pdb,17.065,17.551,4.0,7.55,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_9285922_0.pdb,12.659,13.293,1.0,6.2,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_9400855_0.pdb,14.506,15.166,1.0,4.59,reverse
L5_max,6AMU,promising,outputs/promising/pdb/6AMU_L5_max_wA_9443381_0.pdb,13.958,14.448,2.0,7.03,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_0.pdb,12.748,13.136,1.0,11.19,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_1.pdb,7.913,7.458,8.0,7.83,forward
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_2.pdb,12.65,13.032,1.0,9.29,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_3.pdb,12.923,13.586,1.0,12.0,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_4.pdb,13.958,14.114,3.0,9.86,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L1_nterm_5.pdb,7.026,7.113,7.0,13.06,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_0.pdb,7.367,7.573,8.0,12.94,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_1.pdb,12.611,12.973,1.0,12.95,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_2.pdb,3.446,2.462,9.0,5.96,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_3.pdb,12.883,13.245,1.0,12.27,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_4.pdb,14.091,14.7,1.0,10.55,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L2_nterm_t1_5.pdb,14.692,15.274,2.0,14.08,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_0.pdb,12.8,13.207,2.0,9.64,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_1.pdb,13.268,13.627,4.0,14.19,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_2.pdb,6.249,6.283,6.0,11.1,ambiguous
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_3.pdb,17.89,18.774,1.0,11.83,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_4.pdb,13.08,13.364,1.0,9.15,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L3_nterm_t2_5.pdb,8.125,7.913,7.0,12.6,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_0.pdb,6.522,6.051,8.0,9.8,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_1.pdb,7.533,7.425,10.0,9.84,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_2.pdb,8.581,8.113,7.0,9.43,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_3.pdb,12.672,13.277,1.0,12.91,reverse
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_4.pdb,13.109,13.437,1.0,6.59,reverse
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L4_expanded_5.pdb,12.468,12.839,5.0,11.76,ambiguous
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_0.pdb,14.295,14.989,4.0,11.52,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_1.pdb,14.061,14.474,2.0,6.58,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_2.pdb,14.409,15.054,1.0,12.01,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_3.pdb,12.023,12.531,2.0,10.24,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_4.pdb,12.757,13.042,1.0,10.37,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_L5_max_5.pdb,12.491,12.82,1.0,10.78,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_0.pdb,8.871,8.826,3.0,11.8,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_1.pdb,14.252,14.619,2.0,8.44,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_2.pdb,12.639,12.963,1.0,12.66,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_3.pdb,8.196,8.011,10.0,9.56,forward
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_4.pdb,13.449,14.126,2.0,11.02,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_5.pdb,12.924,13.194,1.0,9.76,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_0.pdb,12.737,13.025,1.0,10.99,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_1.pdb,9.507,8.784,6.0,8.58,ambiguous
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_2.pdb,8.767,8.742,3.0,11.92,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_3.pdb,12.66,12.946,1.0,11.0,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_4.pdb,6.989,6.909,10.0,10.59,forward
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr1_5.pdb,13.987,14.32,1.0,8.4,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_0.pdb,13.802,14.272,2.0,10.88,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_1.pdb,12.693,13.056,1.0,10.54,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_2.pdb,5.99,5.921,9.0,9.93,forward
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_3.pdb,12.88,13.231,1.0,10.41,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_4.pdb,7.002,6.92,10.0,10.88,forward
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_mhc_tcr2_5.pdb,4.742,4.474,10.0,9.67,forward
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_0.pdb,12.749,13.244,3.0,10.94,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_1.pdb,28.989,29.448,1.0,24.46,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_2.pdb,12.591,13.001,2.0,10.29,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_3.pdb,13.896,14.19,9.0,23.17,forward
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_4.pdb,12.648,13.173,3.0,11.24,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr1_5.pdb,32.896,33.537,1.0,27.12,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_0.pdb,12.55,12.881,1.0,10.4,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_1.pdb,27.747,28.171,9.0,25.39,forward
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_2.pdb,12.639,12.948,1.0,10.51,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_3.pdb,34.508,35.022,2.0,29.32,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_4.pdb,12.378,12.688,4.0,11.61,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_noTCR_tcr2_5.pdb,7.124,6.72,8.0,10.43,forward
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_0.pdb,14.185,14.952,2.0,8.73,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_1.pdb,14.971,15.817,3.0,9.78,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_2.pdb,15.668,16.314,2.0,7.59,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_3.pdb,14.929,15.645,1.0,4.83,reverse
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_4.pdb,3.909,3.114,9.0,6.45,forward
L1_nterm,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L1_nterm_5.pdb,4.456,3.558,9.0,9.87,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_0.pdb,14.439,15.156,1.0,9.08,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_1.pdb,15.585,16.364,2.0,11.04,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_2.pdb,3.83,2.891,9.0,7.22,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_3.pdb,3.667,3.218,9.0,7.95,forward
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_4.pdb,16.89,17.353,4.0,6.0,reverse
L2_nterm_t1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L2_nterm_t1_5.pdb,8.471,7.711,7.0,7.92,forward
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_0.pdb,16.528,17.058,3.0,6.27,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_1.pdb,3.629,2.354,9.0,5.94,forward
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_2.pdb,15.439,16.155,1.0,6.02,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_3.pdb,14.673,15.247,1.0,5.06,reverse
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_4.pdb,4.881,4.152,8.0,7.47,forward
L3_nterm_t2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L3_nterm_t2_5.pdb,16.099,16.751,2.0,10.52,reverse
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_0.pdb,3.754,4.086,10.0,4.92,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_1.pdb,5.473,5.289,9.0,6.87,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_2.pdb,3.439,3.501,10.0,9.65,forward
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_3.pdb,15.392,16.017,2.0,7.76,reverse
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_4.pdb,15.528,16.04,1.0,10.4,reverse
L4_expanded,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L4_expanded_5.pdb,16.136,16.702,3.0,7.78,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_0.pdb,16.087,16.623,2.0,8.65,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_1.pdb,3.787,3.466,9.0,5.75,forward
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_2.pdb,3.346,3.708,10.0,5.33,forward
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_3.pdb,15.315,15.821,3.0,7.31,reverse
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_4.pdb,5.31,4.667,8.0,6.84,forward
L5_max,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_L5_max_5.pdb,14.843,15.3,2.0,9.03,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_0.pdb,17.843,18.203,4.0,6.6,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_1.pdb,16.382,16.889,3.0,7.08,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_2.pdb,3.504,2.743,9.0,6.15,forward
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_3.pdb,15.144,15.77,3.0,7.37,reverse
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_4.pdb,4.408,3.772,9.0,4.56,forward
mhc,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_5.pdb,15.024,15.758,2.0,10.09,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_0.pdb,3.763,2.852,9.0,6.14,forward
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_1.pdb,15.485,16.073,2.0,7.18,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_2.pdb,15.231,15.921,2.0,6.31,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_3.pdb,8.425,7.841,8.0,7.93,forward
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_4.pdb,13.996,14.773,1.0,5.23,reverse
mhc_tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr1_5.pdb,15.618,16.118,3.0,5.93,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_0.pdb,17.497,17.761,4.0,7.27,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_1.pdb,3.691,2.848,9.0,5.92,forward
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_2.pdb,16.133,16.757,3.0,7.39,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_3.pdb,3.582,3.718,10.0,5.64,forward
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_4.pdb,15.753,16.394,3.0,8.15,reverse
mhc_tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_mhc_tcr2_5.pdb,3.695,3.638,9.0,5.59,forward
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_0.pdb,15.947,16.464,2.0,6.74,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_1.pdb,4.887,3.815,9.0,5.22,forward
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_2.pdb,14.471,15.184,1.0,6.13,reverse
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_3.pdb,12.582,11.761,5.0,7.8,ambiguous
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_4.pdb,2.9,2.983,9.0,8.06,forward
tcr1,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr1_5.pdb,3.706,3.533,10.0,10.03,forward
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_0.pdb,3.358,2.612,9.0,5.93,forward
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_1.pdb,14.728,15.289,4.0,9.45,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_2.pdb,3.116,3.617,10.0,5.68,forward
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_3.pdb,3.548,4.333,10.0,6.0,forward
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_4.pdb,13.565,14.105,1.0,6.42,reverse
tcr2,6AM5,denovo30,outputs/rfd_denovo30/pdb/6AM5_withTCR_tcr2_5.pdb,16.714,17.188,4.0,8.92,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L1_nterm_0.pdb,12.644,13.115,3.0,9.36,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L1_nterm_1.pdb,12.968,13.373,3.0,10.58,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L1_nterm_2.pdb,12.109,12.588,2.0,11.75,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L1_nterm_3.pdb,11.459,12.063,1.0,7.76,reverse
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L2_nterm_t1_0.pdb,13.427,14.097,2.0,13.62,reverse
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L2_nterm_t1_1.pdb,12.451,12.902,1.0,10.79,reverse
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L2_nterm_t1_2.pdb,12.274,12.675,1.0,11.75,reverse
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L2_nterm_t1_3.pdb,7.511,7.41,10.0,11.82,forward
L3_nterm_t2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L3_nterm_t2_0.pdb,12.056,12.417,1.0,6.35,reverse
L3_nterm_t2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L3_nterm_t2_1.pdb,7.167,7.196,10.0,8.83,forward
L3_nterm_t2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L3_nterm_t2_2.pdb,6.631,6.313,10.0,9.25,forward
L3_nterm_t2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L3_nterm_t2_3.pdb,12.047,12.465,8.0,13.06,forward
L4_expanded,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L4_expanded_0.pdb,7.908,7.402,9.0,8.99,forward
L4_expanded,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L4_expanded_1.pdb,7.702,7.644,10.0,9.14,forward
L4_expanded,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L4_expanded_2.pdb,7.9,7.337,9.0,9.82,forward
L4_expanded,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L4_expanded_3.pdb,12.277,12.719,1.0,7.8,reverse
L5_max,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L5_max_0.pdb,12.414,12.869,4.0,11.59,reverse
L5_max,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L5_max_1.pdb,10.023,9.488,7.0,10.41,forward
L5_max,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L5_max_2.pdb,13.346,13.73,2.0,8.63,reverse
L5_max,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_L5_max_3.pdb,9.972,10.23,3.0,9.91,reverse
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_0.pdb,12.102,12.62,2.0,6.65,reverse
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_1.pdb,10.218,9.505,9.0,10.33,forward
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_2.pdb,13.285,13.681,2.0,6.79,reverse
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_3.pdb,12.196,12.755,3.0,10.75,reverse
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_4.pdb,7.21,6.909,9.0,7.91,forward
mhc,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_5.pdb,12.632,13.14,2.0,9.23,reverse
mhc_tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr1_0.pdb,13.223,13.443,3.0,10.64,reverse
mhc_tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr1_1.pdb,8.405,7.709,8.0,7.72,forward
mhc_tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr1_2.pdb,11.972,12.372,1.0,6.33,reverse
mhc_tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr1_3.pdb,12.447,12.945,1.0,10.5,reverse
mhc_tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr2_0.pdb,12.791,13.047,2.0,9.19,reverse
mhc_tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr2_1.pdb,16.718,16.94,5.0,8.15,ambiguous
mhc_tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr2_2.pdb,12.274,12.761,1.0,5.59,reverse
mhc_tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_mhc_tcr2_3.pdb,12.792,13.263,1.0,10.74,reverse
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_0.pdb,12.181,12.686,2.0,6.47,reverse
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_1.pdb,33.149,33.455,6.0,34.82,ambiguous
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_2.pdb,7.867,7.167,8.0,9.15,forward
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_3.pdb,8.919,8.116,8.0,8.31,forward
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_4.pdb,12.006,12.511,1.0,5.09,reverse
tcr1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr1_5.pdb,11.704,11.241,7.0,8.57,forward
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_0.pdb,12.496,12.906,3.0,10.73,reverse
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_1.pdb,41.638,42.098,1.0,31.22,reverse
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_2.pdb,9.626,9.832,3.0,9.87,reverse
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_3.pdb,12.473,12.911,1.0,6.86,reverse
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_4.pdb,12.13,12.567,1.0,7.31,reverse
tcr2,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_noTCR_tcr2_5.pdb,28.985,29.403,2.0,27.97,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L1_nterm_0.pdb,5.94,5.616,9.0,6.64,forward
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L1_nterm_1.pdb,4.938,5.256,10.0,8.1,forward
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L1_nterm_2.pdb,13.283,13.59,4.0,7.61,reverse
L1_nterm,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L1_nterm_3.pdb,6.214,5.5,8.0,7.68,forward
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L2_nterm_t1_0.pdb,15.82,16.372,3.0,7.57,reverse
L2_nterm_t1,6AMU,denovo30,outputs/rfd_denovo30/pdb/6AMU_withTCR_L2_nterm_t1_1.pdb,13.463,13.899,3.0,5.65,reverse
